opeid,name,state,subsidized_recipients,subsidized_loans_originated_nb,subsidized_loans_originated_usd,subsidized_disbursements_nb,subsidized_disbursements_usd,unsubsidized_undergraduate_recipients,unsubsidized_undergraduate_loans_originated_nb,unsubsidized_undergraduate_loans_originated_usd,unsubsidized_undergraduate_disbursements_nb,unsubsidized_undergraduate_disbursements_usd,unsubsidized_graduate_recipients,unsubsidized_graduate_loans_originated_nb,unsubsidized_graduate_loans_originated_usd,unsubsidized_graduate_disbursements_nb,unsubsidized_graduate_disbursements_usd,parent_plus_recipients,parent_plus_loans_originated_nb,parent_plus_loans_originated_usd,parent_plus_disbursements_nb,parent_plus_disbursements_usd,graduate_plus_recipients,graduate_plus_loans_originated_nb,graduate_plus_loans_originated_usd,graduate_plus_disbursements_nb,graduate_plus_disbursements_usd
1108,UNIVERSITY OF ARKANSAS,AR,6507,7252," $26,355,609.00 ",12313," $26,066,033.00 ",7483,8695," $32,145,029.00 ",15025," $31,751,586.00 ",1596,2001," $24,305,960.00 ",3178," $24,035,358.00 ",967,1084," $11,853,945.00 ",1845," $11,594,491.00 ",179,246," $1,760,659.00 ",357," $1,760,242.00 "
1109,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,AR,565,566," $2,535,199.00 ",1170," $2,531,525.00 ",510,533," $2,767,663.00 ",1081," $2,757,736.00 ",1073,1167," $34,997,603.00 ",2299," $34,782,605.00 ",48,48," $274,501.00 ",99," $268,778.00 ",445,474," $3,179,483.00 ",914," $3,134,449.00 "
1110,UNIVERSITY OF ARKANSAS AT FORT SMITH,AR,2896,3172," $10,714,192.00 ",4987," $9,677,675.00 ",1637,2054," $6,578,973.00 ",3149," $6,127,931.00 ",1,1," $3,500.00 ",2," $3,500.00 ",15,18," $76,446.00 ",26," $70,468.00 ", - , - , $- ,0, $- 
5245,UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT MORRILTON,AR,785,917," $2,179,987.00 ",1694," $2,031,471.00 ",659,785," $1,817,016.00 ",1454," $1,684,263.00 ",9,10," $33,700.00 ",19," $33,050.00 ",3,3," $11,850.00 ",5," $8,350.00 ", - , - , $- ,0, $- 
5707,SOUTHEAST ARKANSAS COLLEGE,AR,584,669," $1,638,365.00 ",1725," $1,613,404.00 ",306,344," $600,752.00 ",913," $583,828.00 ",1,1," $3,500.00 ",4," $3,500.00 ",1,1," $1,500.00 ",2," $1,500.00 ", - , - , $- ,0, $- 
5732,UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT HOPE,AR,58,58," $155,041.00 ",101," $150,110.00 ",6,6," $16,936.00 ",12," $16,936.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
7738,SOUTHERN ARKANSAS UNIVERSITY TECH,AR,295,309," $848,923.00 ",533," $746,025.00 ",167,178," $424,182.00 ",312," $383,603.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
7921,PAUL MITCHELL THE SCHOOL ARKANSAS,AR,89,104," $303,753.00 ",188," $300,503.00 ",84,93," $294,999.00 ",168," $294,999.00 ", - , - , $- ,0, $- ,2,3," $30,864.00 ",5," $30,864.00 ", - , - , $- ,0, $- 
9976,COLLEGE OF THE OUACHITAS,AR,325,352," $896,207.00 ",719," $896,017.00 ",226,257," $618,118.00 ",496," $618,108.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
10741,ACADEMY OF SALON AND SPA,AR,76,81," $209,240.00 ",139," $203,584.00 ",66,70," $253,499.00 ",121," $245,546.00 ", - , - , $- ,0, $- ,3,3," $6,250.00 ",6," $6,094.00 ", - , - , $- ,0, $- 
12105,NATIONAL PARK COMMUNITY COLLEGE,AR,1424,1496," $4,476,838.00 ",4441," $4,476,585.00 ",1266,1333," $5,373,890.00 ",3954," $5,371,413.00 ", - , - , $- ,0, $- ,1,1," $4,408.00 ",3," $4,408.00 ", - , - , $- ,0, $- 
12260,EAST ARKANSAS COMMUNITY COLLEGE,AR,90,92," $177,183.00 ",250," $176,303.00 ",18,18," $39,193.00 ",47," $39,191.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
12261,NORTH ARKANSAS COLLEGE,AR,687,721," $2,476,146.00 ",1299," $2,301,208.00 ",480,507," $2,174,472.00 ",897," $1,945,143.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
20522,BLACK RIVER TECHNICAL COLLEGE,AR,1130,1327," $3,299,723.00 ",3409," $3,021,246.00 ",990,1199," $2,842,476.00 ",3040," $2,599,886.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
20735,UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT BATESVILLE,AR,375,400," $1,246,177.00 ",1157," $1,223,253.00 ",261,298," $832,887.00 ",851," $817,694.00 ",2,2," $8,100.00 ",6," $8,100.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- 
20746,SOUTH ARKANSAS COMMUNITY COLLEGE,AR,805,930," $2,767,801.00 ",1807," $2,725,347.00 ",630,810," $2,673,687.00 ",1593," $2,614,190.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
20753,PULASKI TECHNICAL COLLEGE,AR,8597,9380," $28,496,429.00 ",16444," $28,455,416.00 ",7844,8668," $35,259,760.00 ",15077," $35,210,980.00 ", - , - , $- ,0, $- ,7,10," $29,715.00 ",19," $29,715.00 ", - , - , $- ,0, $- 
20870,OZARKA COLLEGE,AR,853,1271," $2,525,247.00 ",2528," $2,510,781.00 ",743,1178," $2,628,440.00 ",2342," $2,605,219.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
22024,PROFESSIONAL COSMETOLOGY EDUCATION CENTER,AR,37,44," $130,829.00 ",75," $121,922.00 ",39,48," $135,858.00 ",79," $119,376.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
22724,EASTERN COLLEGE OF HEALTH VOCATIONS,AR,467,467," $1,380,483.00 ",774," $1,300,899.00 ",329,329," $616,237.00 ",495," $552,427.00 ", - , - , $- ,0, $- ,1,1," $4,600.00 ",2," $4,600.00 ", - , - , $- ,0, $- 
22842,NEW TYLER BARBER COLLEGE,AR,42,44," $140,399.00 ",52," $140,399.00 ",38,39," $175,462.00 ",46," $175,462.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
23308,JRMC SCHOOL OF NURSING,AR,65,71," $225,548.00 ",133," $218,444.00 ",56,63," $246,467.00 ",117," $239,719.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
23417,CAREER ACADEMY OF HAIR DESIGN,AR,246,281," $827,596.00 ",503," $769,084.00 ",223,254," $1,028,459.00 ",453," $957,475.00 ", - , - , $- ,0, $- ,5,5," $37,639.00 ",8," $37,639.00 ", - , - , $- ,0, $- 
23635,ARTHUR'S BEAUTY COLLEGE,AR,32,35," $88,020.00 ",68," $88,020.00 ",19,19," $52,660.00 ",36," $52,660.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
25258,LEES SCHOOL OF COSMETOLOGY,AR,21,24," $68,297.00 ",37," $57,384.00 ",16,18," $70,000.00 ",28," $58,491.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
25385,ARTHUR'S BEAUTY COLLEGE,AR,140,166," $477,039.00 ",314," $477,029.00 ",131,154," $536,789.00 ",289," $536,729.00 ", - , - , $- ,0, $- ,2,2," $14,300.00 ",4," $14,300.00 ", - , - , $- ,0, $- 
25696,SEARCY BEAUTY COLLEGE,AR,62,71," $176,381.00 ",125," $172,881.00 ",54,61," $219,361.00 ",113," $219,361.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
30051,ARKANSAS BEAUTY SCHOOL- LITTLE ROCK,AR,52,53," $156,568.00 ",85," $127,177.00 ",50,51," $216,067.00 ",83," $175,312.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
30071,HOT SPRINGS BEAUTY COLLEGE,AR,23,23," $73,500.00 ",39," $69,340.00 ",23,23," $15,550.00 ",38," $13,762.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
30076,ARKANSAS BEAUTY SCHOOL/CONWAY,AR,33,38," $95,745.00 ",60," $93,995.00 ",28,33," $103,636.00 ",55," $93,086.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
30234,ARKANSAS COLLEGE OF BARBERING & HAIR DESIGN,AR,119,141," $412,184.00 ",257," $412,184.00 ",109,128," $457,837.00 ",237," $457,837.00 ", - , - , $- ,0, $- ,1,1," $15,743.00 ",1," $15,743.00 ", - , - , $- ,0, $- 
30633,NORTHWEST ARKANSAS COMMUNITY COLLEGE,AR,3066,3312," $9,550,261.00 ",5700," $9,173,228.00 ",2762,2886," $11,607,973.00 ",4986," $11,160,771.00 ", - , - , $- ,0, $- ,9,9," $45,650.00 ",17," $45,650.00 ", - , - , $- ,0, $- 
30651,ABC BEAUTY COLLEGE,AR,50,55," $154,231.00 ",97," $151,689.00 ",50,54," $218,461.00 ",97," $217,086.00 ", - , - , $- ,0, $- ,1,1," $7,000.00 ",2," $7,000.00 ", - , - , $- ,0, $- 
31052,BAPTIST HEALTH SCHOOLS LITTLE ROCK,AR,751,759," $2,670,724.00 ",1409," $2,670,368.00 ",673,682," $3,097,764.00 ",1260," $3,093,920.00 ", - , - , $- ,0, $- ,4,4," $46,459.00 ",8," $46,072.00 ", - , - , $- ,0, $- 
31249,IMAGINE - PAUL MITCHELL PARTNER SCHOOL,AR,404,462," $1,304,025.00 ",852," $1,302,369.00 ",396,446," $1,651,517.00 ",885," $1,650,124.00 ", - , - , $- ,0, $- ,27,30," $185,963.00 ",54," $181,126.00 ", - , - , $- ,0, $- 
32543,MARGARET'S HAIR ACADEMY,AR,28,29," $75,023.00 ",46," $69,399.00 ",10,13," $30,233.00 ",19," $30,233.00 ", - , - , $- ,0, $- ,2,2," $12,305.00 ",4," $12,305.00 ", - , - , $- ,0, $- 
35194,LYNNDALE FUNDAMENTALS OF BEAUTY SCHOOL,AR,7,7," $17,106.00 ",9," $17,106.00 ",5,5," $18,000.00 ",5," $15,000.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
38553,ECCLESIA COLLEGE,AR,88,89," $344,045.00 ",158," $304,487.00 ",59,60," $264,047.00 ",114," $244,052.00 ", - , - , $- ,0, $- ,1,1," $4,000.00 ",2," $3,973.00 ", - , - , $- ,0, $- 
39123,CROSSETT SCHOOL OF COSMETOLOGY,AR,28,32," $80,039.00 ",48," $74,789.00 ",28,31," $109,741.00 ",47," $102,260.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
39973,ARKANSAS BEAUTY COLLEGE,AR,35,39," $100,300.00 ",69," $91,932.00 ",30,32," $90,510.00 ",53," $83,510.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
41831,WASHINGTON BARBER COLLEGE,AR,89,101," $313,843.00 ",190," $305,593.00 ",91,103," $488,854.00 ",194," $474,188.00 ", - , - , $- ,0, $- ,1,1," $2,459.00 ",1," $2,459.00 ", - , - , $- ,0, $- 
41834,SALON PROFESSIONAL ACADEMY (THE),AR,57,73," $210,682.00 ",137," $204,788.00 ",60,81," $299,191.00 ",149," $293,501.00 ", - , - , $- ,0, $- ,6,8," $37,327.00 ",16," $36,338.00 ", - , - , $- ,0, $- 
42200,DESIGNER BARBER & STYLIST SCHOOL,AR,12,12," $37,276.00 ",20," $36,121.00 ",12,12," $48,104.00 ",20," $47,598.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
1070,THUNDERBIRD SCHOOL OF GLOBAL MANAGEMENT,AZ, - , - , $- ,0, $- , - , - , $- ,0, $- ,348,568," $6,551,473.00 ",661," $6,515,953.00 ", - , - , $- ,0, $- ,242,431," $5,899,766.00 ",578," $5,823,858.00 "
1071,ARIZONA WESTERN COLLEGE,AZ,496,560," $1,390,390.00 ",751," $1,386,178.00 ",260,280," $707,105.00 ",358," $706,977.00 ", - , - , $- ,0, $- ,6,6," $42,657.00 ",9," $42,657.00 ", - , - , $- ,0, $- 
1072,COCHISE COLLEGE,AZ,305,326," $867,202.00 ",559," $855,771.00 ",215,225," $725,927.00 ",390," $724,324.00 ", - , - , $- ,0, $- ,2,4," $23,628.00 ",8," $23,628.00 ", - , - , $- ,0, $- 
1074,GRAND CANYON UNIVERSITY,AZ,26838,29029," $103,176,156.00 ",50999," $102,586,057.00 ",26926,30588," $145,261,538.00 ",53878," $143,962,473.00 ",21600,26754," $298,331,207.00 ",48297," $297,215,903.00 ",494,537," $3,946,222.00 ",967," $3,885,210.00 ",149,174," $1,723,317.00 ",334," $1,711,253.00 "
1076,GLENDALE COMMUNITY COLLEGE,AZ,5031,5187," $15,433,177.00 ",8950," $15,409,848.00 ",1258,1336," $5,127,294.00 ",2312," $5,122,551.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
1077,MESA COMMUNITY COLLEGE,AZ,7359,7577," $21,302,261.00 ",12744," $21,253,697.00 ",3174,3330," $11,320,673.00 ",5591," $11,300,480.00 ", - , - , $- ,0, $- ,21,23," $109,439.00 ",36," $109,167.00 ", - , - , $- ,0, $- 
1078,PHOENIX COLLEGE,AZ,4678,4767," $14,188,688.00 ",8192," $14,183,367.00 ",3878,4014," $15,115,456.00 ",6857," $15,105,325.00 ", - , - , $- ,0, $- ,7,7," $43,252.00 ",11," $43,252.00 ", - , - , $- ,0, $- 
1079,YAVAPAI COLLEGE,AZ,1192,1289," $3,339,925.00 ",2312," $3,319,481.00 ",1003,1112," $3,829,022.00 ",1996," $3,796,410.00 ",2,2," $10,500.00 ",4," $10,500.00 ",10,12," $166,292.00 ",22," $165,812.00 ", - , - , $- ,0, $- 
1081,ARIZONA STATE UNIVERSITY,AZ,30056,32160," $131,085,014.00 ",54324," $126,952,371.00 ",27656,31451," $131,718,061.00 ",53050," $127,193,204.00 ",6109,6970," $101,190,528.00 ",11494," $98,309,277.00 ",4770,5318," $82,664,675.00 ",9355," $80,068,487.00 ",2513,3182," $38,765,550.00 ",5164," $37,739,364.00 "
1082,NORTHERN ARIZONA UNIVERSITY,AZ,11125,12421," $46,068,949.00 ",20573," $45,907,228.00 ",11295,11952," $47,787,957.00 ",19795," $47,466,746.00 ",2461,2828," $35,672,099.00 ",4329," $35,437,498.00 ",2377,2503," $31,444,585.00 ",4480," $30,696,580.00 ",91,140," $774,638.00 ",190," $770,669.00 "
1083,UNIVERSITY OF ARIZONA (THE),AZ,10962,11757," $45,182,386.00 ",20281," $45,107,510.00 ",9860,11329," $40,394,718.00 ",19614," $40,185,243.00 ",3176,3946," $67,180,941.00 ",6677," $66,813,031.00 ",2640,2933," $45,947,900.00 ",5262," $45,389,574.00 ",814,1251," $13,787,020.00 ",1968," $13,708,990.00 "
4467,TUCSON COLLEGE,AZ,330,331," $1,032,816.00 ",590," $989,082.00 ",300,304," $1,572,156.00 ",544," $1,482,538.00 ", - , - , $- ,0, $- ,12,14," $68,082.00 ",24," $61,449.00 ", - , - , $- ,0, $- 
7113,ARIZONA CHRISTIAN UNIVERSITY,AZ,331,362," $1,402,013.00 ",638," $1,326,873.00 ",344,377," $1,444,878.00 ",653," $1,361,535.00 ", - , - , $- ,0, $- ,44,47," $631,829.00 ",86," $582,857.00 ", - , - , $- ,0, $- 
7266,PIMA COUNTY COMMUNITY COLLEGE,AZ,5438,6118," $15,377,116.00 ",10913," $15,367,881.00 ",4477,5110," $10,781,899.00 ",9054," $10,766,974.00 ", - , - , $- ,0, $- ,13,13," $83,077.00 ",24," $82,881.00 ", - , - , $- ,0, $- 
7283,CENTRAL ARIZONA COLLEGE,AZ,1381,1463," $3,851,278.00 ",2545," $3,850,712.00 ",1269,1371," $3,163,648.00 ",2355," $3,161,049.00 ", - , - , $- ,0, $- ,3,3," $16,060.00 ",6," $15,420.00 ", - , - , $- ,0, $- 
8221,UNIVERSAL TECHNICAL INSTITUTE,AZ,8140,10691," $34,306,182.00 ",18290," $34,243,798.00 ",7810,10292," $39,895,449.00 ",18324," $39,765,834.00 ", - , - , $- ,0, $- ,2057,2880," $22,285,149.00 ",5385," $21,970,087.00 ", - , - , $- ,0, $- 
8303,GATEWAY COMMUNITY COLLEGE,AZ,2235,2305," $6,128,792.00 ",3953," $6,122,153.00 ",1908,1998," $7,743,234.00 ",3404," $7,718,855.00 ", - , - , $- ,0, $- ,1,1," $16,398.00 ",2," $16,398.00 ", - , - , $- ,0, $- 
8304,SCOTTSDALE COMMUNITY COLLEGE,AZ,2089,2143," $5,953,314.00 ",3607," $5,946,765.00 ",955,986," $3,286,625.00 ",1645," $3,281,076.00 ", - , - , $- ,0, $- ,8,8," $60,685.00 ",16," $60,661.00 ", - , - , $- ,0, $- 
8864,ARIZONA ACADEMY OF BEAUTY,AZ,37,40," $91,403.00 ",70," $86,868.00 ",24,25," $95,796.00 ",41," $92,296.00 ", - , - , $- ,0, $- ,1,1," $4,000.00 ",2," $3,876.00 ", - , - , $- ,0, $- 
8865,EMPIRE BEAUTY SCHOOL,AZ,232,274," $906,634.00 ",493," $828,337.00 ",212,253," $849,559.00 ",462," $774,789.00 ", - , - , $- ,0, $- ,9,10," $55,325.00 ",19," $54,600.00 ", - , - , $- ,0, $- 
10847,ARIZONA AUTOMOTIVE INSTITUTE,AZ,696,960," $2,020,642.00 ",2045," $1,881,352.00 ",600,746," $2,862,116.00 ",1627," $2,613,020.00 ", - , - , $- ,0, $- ,31,39," $185,072.00 ",93," $180,659.00 ", - , - , $- ,0, $- 
10858,AVALON SCHOOL OF COSMETOLOGY,AZ,726,790," $2,355,462.00 ",1459," $2,342,585.00 ",671,732," $2,758,589.00 ",1447," $2,737,863.00 ", - , - , $- ,0, $- ,31,31," $193,922.00 ",56," $187,705.00 ", - , - , $- ,0, $- 
11689,REFRIGERATION SCHOOL (THE),AZ,609,728," $1,967,334.00 ",1194," $1,922,922.00 ",588,699," $2,557,117.00 ",1182," $2,501,081.00 ", - , - , $- ,0, $- ,27,31," $149,845.00 ",51," $148,906.00 ", - , - , $- ,0, $- 
11802,ARIZONA ACADEMY OF BEAUTY - NORTH,AZ,51,56," $125,383.00 ",93," $115,214.00 ",32,34," $130,143.00 ",57," $113,741.00 ", - , - , $- ,0, $- ,1,1," $2,000.00 ",1," $2,000.00 ", - , - , $- ,0, $- 
11808,EMPIRE BEAUTY SCHOOL - FLAGSTAFF,AZ,264,306," $995,186.00 ",565," $931,182.00 ",251,291," $1,007,231.00 ",531," $946,170.00 ", - , - , $- ,0, $- ,11,15," $101,372.00 ",25," $76,686.00 ", - , - , $- ,0, $- 
11864,MOHAVE COMMUNITY COLLEGE,AZ,1445,1495," $4,796,776.00 ",2789," $4,794,722.00 ",853,883," $3,781,958.00 ",1653," $3,780,201.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
12184,INTERNATIONAL ACADEMY OF HAIR DESIGN,AZ,232,271," $770,837.00 ",518," $761,701.00 ",218,456," $978,515.00 ",892," $969,500.00 ", - , - , $- ,0, $- ,10,12," $47,651.00 ",24," $45,560.00 ", - , - , $- ,0, $- 
12343,EMPIRE BEAUTY SCHOOL,AZ,269,314," $1,026,615.00 ",558," $923,227.00 ",256,301," $913,175.00 ",525," $823,010.00 ", - , - , $- ,0, $- ,9,11," $56,349.00 ",20," $56,349.00 ", - , - , $- ,0, $- 
12937,EMPIRE BEAUTY SCHOOL,AZ,231,264," $835,561.00 ",460," $744,038.00 ",223,255," $1,032,208.00 ",443," $923,968.00 ", - , - , $- ,0, $- ,11,13," $117,193.00 ",22," $94,950.00 ", - , - , $- ,0, $- 
20653,PRESCOTT COLLEGE,AZ,436,498," $2,008,352.00 ",798," $1,845,966.00 ",424,487," $2,214,139.00 ",776," $2,028,883.00 ",334,379," $6,477,580.00 ",636," $6,003,637.00 ",47,54," $687,308.00 ",88," $671,152.00 ",48,54," $386,857.00 ",82," $343,894.00 "
20712,KAPLAN COLLEGE,AZ,211,313," $1,000,916.00 ",767," $974,598.00 ",195,296," $1,027,147.00 ",701," $967,267.00 ", - , - , $- ,0, $- ,11,13," $49,916.00 ",32," $48,944.00 ", - , - , $- ,0, $- 
20988,UNIVERSITY OF PHOENIX,AZ,209437,250110," $782,547,044.00 ",430659," $781,961,738.00 ",197638,256657," $1,036,442,731.00 ",449764," $1,033,377,587.00 ",42193,51633," $602,814,596.00 ",90004," $600,707,523.00 ",1532,1833," $14,228,644.00 ",3299," $13,931,076.00 ",682,784," $6,251,642.00 ",1383," $6,212,133.00 "
21005,UNIVERSAL TECHNICAL INSTITUTE,AZ,6805,8858," $28,881,011.00 ",16229," $28,857,170.00 ",6592,8589," $35,629,393.00 ",16572," $35,545,867.00 ", - , - , $- ,0, $- ,1215,1678," $12,754,106.00 ",3326," $12,590,159.00 ", - , - , $- ,0, $- 
21006,CARRINGTON COLLEGE,AZ,3100,3629," $11,826,265.00 ",13417," $11,406,677.00 ",3033,3594," $16,992,629.00 ",13271," $16,136,691.00 ", - , - , $- ,0, $- ,163,243," $1,187,761.00 ",722," $1,129,272.00 ", - , - , $- ,0, $- 
21138,ROBERTO-VENN SCHOOL OF LUTHIERY,AZ,37,37," $99,715.00 ",73," $96,346.00 ",37,37," $143,220.00 ",73," $137,444.00 ", - , - , $- ,0, $- ,3,3," $30,000.00 ",6," $29,636.00 ", - , - , $- ,0, $- 
21466,SOUTH MOUNTAIN COMMUNITY COLLEGE,AZ,1567,1624," $4,578,117.00 ",2759," $4,574,345.00 ",850,944," $2,997,987.00 ",1613," $2,997,666.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
21715,WESTERN INTERNATIONAL UNIVERSITY,AZ,840,986," $3,112,932.00 ",1632," $3,105,261.00 ",809,998," $4,459,291.00 ",1670," $4,429,977.00 ",264,352," $3,573,665.00 ",574," $3,559,053.00 ",1,1," $4,000.00 ",1," $4,000.00 ",1,2," $8,408.00 ",4," $8,408.00 "
21775,RIO SALADO COMMUNITY COLLEGE,AZ,7799,8303," $20,225,337.00 ",13806," $20,212,138.00 ",4262,4712," $13,090,715.00 ",7822," $13,083,607.00 ", - , - , $- ,0, $- ,3,4," $8,993.00 ",4," $8,993.00 ", - , - , $- ,0, $- 
21999,AMERICAN INDIAN COLLEGE OF THE ASSEMBLIES OF GOD,AZ,55,91," $202,971.00 ",142," $202,971.00 ",42,73," $169,536.00 ",112," $169,536.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
22171,PIMA MEDICAL INSTITUTE,AZ,8281,8997," $30,525,560.00 ",16188," $29,668,659.00 ",7977,14531," $40,351,318.00 ",26615," $39,153,839.00 ",1,1," $2,000.00 ",2," $2,000.00 ",434,465," $2,386,927.00 ",854," $2,312,725.00 ", - , - , $- ,0, $- 
22188,BROOKLINE COLLEGE,AZ,2159,2416," $8,038,147.00 ",4071," $7,373,329.00 ",1936,2218," $10,789,143.00 ",3894," $9,918,870.00 ",3,3," $22,726.00 ",4," $22,726.00 ",95,102," $640,427.00 ",184," $581,564.00 ", - , - , $- ,0, $- 
22203,EMPIRE BEAUTY SCHOOL,AZ,206,249," $821,947.00 ",445," $740,077.00 ",183,225," $823,281.00 ",406," $732,285.00 ", - , - , $- ,0, $- ,3,3," $16,421.00 ",5," $16,421.00 ", - , - , $- ,0, $- 
22631,ANTHEM COLLEGE,AZ,3668,4330," $13,357,012.00 ",7463," $12,055,420.00 ",3300,4113," $15,061,405.00 ",7724," $13,345,534.00 ",2,2," $11,261.00 ",4," $11,261.00 ",88,94," $494,954.00 ",182," $465,692.00 ", - , - , $- ,0, $- 
22805,CHARLES OF ITALY BEAUTY COLLEGE,AZ,69,72," $228,042.00 ",133," $211,019.00 ",49,60," $219,734.00 ",112," $200,058.00 ", - , - , $- ,0, $- ,1,1," $5,960.00 ",2," $5,960.00 ", - , - , $- ,0, $- 
22950,EVEREST COLLEGE PHOENIX,AZ,2797,3377," $9,314,667.00 ",6839," $8,356,919.00 ",2685,3397," $13,731,737.00 ",6828," $12,106,361.00 ",2,2," $12,000.00 ",6," $12,000.00 ",35,42," $223,268.00 ",89," $212,102.00 ", - , - , $- ,0, $- 
23178,AMERICAN INSTITUTE OF TRUCKING,AZ,876,876," $1,757,685.00 ",1637," $1,671,779.00 ",878,979," $2,874,212.00 ",1748," $2,719,177.00 ", - , - , $- ,0, $- ,15,15," $51,818.00 ",28," $51,055.00 ", - , - , $- ,0, $- 
24915,SOUTHWEST UNIVERSITY OF VISUAL ARTS,AZ,316,416," $1,635,283.00 ",718," $1,575,321.00 ",353,490," $2,503,514.00 ",833," $2,388,213.00 ",5,7," $132,250.00 ",12," $117,305.00 ",37,55," $382,370.00 ",77," $374,201.00 ", - , - , $- ,0, $- 
25215,LAMSON COLLEGE,AZ,7,8," $10,500.00 ",16," $10,500.00 ",7,8," $16,221.00 ",16," $16,221.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
25332,FRANK LLOYD WRIGHT SCHOOL OF ARCHITECTURE,AZ,1,1," $4,500.00 ",1," $4,500.00 ",1,1, $800.00 ,1, $800.00 ,8,8," $156,517.00 ",8," $156,517.00 ", - , - , $- ,0, $- ,6,6," $77,655.00 ",6," $77,655.00 "
25590,UNIVERSITY OF ADVANCING COMPUTER TECHNOLOGY,AZ,617,757," $2,839,431.00 ",1448," $2,714,188.00 ",632,771," $3,208,998.00 ",1475," $3,021,455.00 ",28,35," $567,396.00 ",59," $553,939.00 ",101,139," $2,169,509.00 ",236," $2,111,622.00 ", - , - , $- ,0, $- 
25619,BRILLARE HAIRDRESSING ACADEMY,AZ,175,201," $652,006.00 ",366," $597,277.00 ",184,212," $837,339.00 ",411," $783,099.00 ", - , - , $- ,0, $- ,16,17," $77,050.00 ",33," $72,344.00 ", - , - , $- ,0, $- 
25827,CORTIVA INSTITUTE - TUCSON,AZ,261,288," $650,971.00 ",500," $630,914.00 ",262,290," $1,029,391.00 ",510," $996,798.00 ", - , - , $- ,0, $- ,21,22," $137,415.00 ",39," $131,884.00 ", - , - , $- ,0, $- 
26167,LE CORDON BLEU COLLEGE OF CULINARY ARTS,AZ,3303,3961," $10,915,611.00 ",6867," $10,626,934.00 ",3180,3877," $15,079,235.00 ",6843," $14,317,612.00 ", - , - , $- ,0, $- ,149,166," $1,256,308.00 ",290," $1,201,410.00 ", - , - , $- ,0, $- 
26236,PARADISE VALLEY COMMUNITY COLLEGE,AZ,1716,1753," $4,838,373.00 ",2963," $4,832,751.00 ",629,651," $2,234,108.00 ",1094," $2,227,467.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
26238,CORTIVA INSTITUTE - SCOTTSDALE,AZ,55,55," $141,099.00 ",97," $135,267.00 ",55,55," $234,780.00 ",100," $224,780.00 ", - , - , $- ,0, $- ,5,5," $41,374.00 ",9," $40,018.00 ", - , - , $- ,0, $- 
30050,SAFFORD COLLEGE OF BEAUTY CULTURE,AZ,16,16," $52,500.00 ",60," $52,500.00 ",14,17," $65,000.00 ",63," $62,308.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
